title	href	last_work_plase	count
Старший системный администратор	/resume/ecc1aff000028443520039ed1f784548486d4c?hhtmFrom=resume_search_result	Проектная работа	8.0
Go+PHP разработчик	/resume/a25a6e3e0000bef5120039ed1f306a63387855?hhtmFrom=resume_search_result	Курсы Golang	1.0
PHP-программист	/resume/856fabec0001773dda0039ed1f43336f617577?hhtmFrom=resume_search_result	mamba.ru, love.mail.ru	1.0
Директолог / Специалист по контекстной рекламе (директ, adwords)	/resume/491ccf1c000765e7940039ed1f6f684d6b637a?hhtmFrom=resume_search_result	Интернет-магазин по доставке цветов	1.0
Ведущий инженер, главный специалист, ГИП (телекоммуникации)	/resume/783355e50007fa89cd0039ed1f66414b353341?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
2D-художник,	/resume/4cae0a0b0002e2a52c0039ed1f613359477373?hhtmFrom=resume_search_result	BP Mobile	1.0
Project manager	/resume/0fafa4aa0007731d220039ed1f573172373247?hhtmFrom=resume_search_result	RENAULT	3.0
Системный администратор	/resume/510269680001b3d4350039ed1f4a4267654162?hhtmFrom=resume_search_result	ЭКСПАТЕЛ,ООО	1.0
3D artist	/resume/f013cb300005a765620039ed1f65517a355049?hhtmFrom=resume_search_result	narratex	1.0
Техник	/resume/7a45b56a000272bfee0039ed1f58584350444f?hhtmFrom=resume_search_result	Инженерком-м	1.0
Проектировщик аналитических, рекомендательных систем, Исследователь, AI, ML, NLP, Data Scientist	/resume/7e0f394a00025084800039ed1f646831635262?hhtmFrom=resume_search_result	Департамент Информационных Технологий (ДИТ) Москвы, кластер Big Data	1.0
Главный специалист, ведущий специалист	/resume/89b4c35a00011fcebf0039ed1f465141616164?hhtmFrom=resume_search_result	INFOWATCH	2.0
Data analyst/Data scientist	/resume/12460ac3000422a94f0039ed1f42304a51316b?hhtmFrom=resume_search_result	Юнисервис	1.0
Специалист службы поддержки пользователей	/resume/f80b68e300077842d00039ed1f4658384b5844?hhtmFrom=resume_search_result	КАРИ	1.0
Программист-разработчик	/resume/7dd2e1e5000783d5cc0039ed1f62614f4b3835?hhtmFrom=resume_search_result	ENVOX SIA	1.0
Менеджер интернет-магазина	/resume/c28dfe89000726dc2c0039ed1f62554d38734d?hhtmFrom=resume_search_result	Matu	1.0
Account manager	/resume/aa3af9cf0007fa09b60039ed1f77656e78744a?hhtmFrom=resume_search_result	Up Brands	1.0
Инженер	/resume/8a22b6ea0004473ad10039ed1f70324b576131?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Frontend-разработчик	/resume/21f749bb00058c181b0039ed1f694f3239794e?hhtmFrom=resume_search_result	Удаленная работа в США	1.0
Менеджер интернет-проектов	/resume/767c03e00006cbdd750039ed1f495977716f39?hhtmFrom=resume_search_result	"ООО ""Т-СТУДИО-ПРО"""	1.0
Букмекер-аналитик	/resume/0ee095170007e81cca0039ed1f4a754c617061?hhtmFrom=resume_search_result	"АО ""ТД Столото"", Технологическая компания ""Центр"""	1.0
Веб-разработчик	/resume/7eee83d1000754461f0039ed1f716452587559?hhtmFrom=resume_search_result	KFC	5.0
Frontend-разработчик	/resume/7f9c7da100078f0d560039ed1f703444327362?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Frontend-разработчик	/resume/cc25e30c0002a1119d0039ed1f775442687a4c?hhtmFrom=resume_search_result	фринланс	2.0
Frontend-разработчик	/resume/3af83bd10007d556cd0039ed1f4a41577a6777?hhtmFrom=resume_search_result		
Стажер Java, Java junior	/resume/ab74e4a900034544260039ed1f4f4649703676?hhtmFrom=resume_search_result	ООО «ШЕРЕМЕТЬЕВО ХЭНДЛИНГ»	2.0
Менеджер по продажам	/resume/8e6d07b300019166b30039ed1f4e6377733241?hhtmFrom=resume_search_result	ООО Фабрикант	2.0
Java - разработчик (junior java developer)  БЕЗ командировок за пределы Москвы	/resume/ccc833f20005a7307f0039ed1f416258373270?hhtmFrom=resume_search_result	онлайн-стажировка job4j	2.0
Менеджер по работе с клиентами, аккаунт-менеджер, проект-менеджер удаленно	/resume/1f30620500015ebbe40039ed1f3444726d4f64?hhtmFrom=resume_search_result	Demis Group	3.0
Специалист технической поддержки	/resume/d69b5dc0000199b85b0039ed1f3652387a4d48?hhtmFrom=resume_search_result	"АО ""Крокус"""	2.0
Junior Java	/resume/0a12551f0006e038440039ed1f37664f633153?hhtmFrom=resume_search_result	Fresh Auto	2.0
менеджер,начальник отдела, руководитель	/resume/0cdbd8c300002031fb0039ed1f736563726574?hhtmFrom=resume_search_result	ГБОУ школа № 1560 «Лидер»	1.0
программист 1С, руководитель проектов автоматизации	/resume/35f90626000009503e0039ed1f736563726574?hhtmFrom=resume_search_result	ООО “СК СОГАЗ ЖИЗНЬ”	1.0
Помощник системного администратора	/resume/706231c40005547c760039ed1f62456c344e4d?hhtmFrom=resume_search_result	rinet	1.0
Java-разработчик	/resume/4e5422fc0007f50e8f0039ed1f4c707a63486e?hhtmFrom=resume_search_result	"""FastDevelop"""	1.0
Эксперт по управлению закупками и логистике	/resume/05e9dfb7000414a8d90039ed1f4f456e516678?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Аналитик	/resume/31f0c5db0005a74c900039ed1f38384936696a?hhtmFrom=resume_search_result	AIC	2.0
Analyst	/resume/be182a6800060da10e0039ed1f5a6e58644944?hhtmFrom=resume_search_result	British American Tobacco Switzerland	1.0
Руководитель ИТ-проектов	/resume/239c0e2a0003c853be0039ed1f6e3158564358?hhtmFrom=resume_search_result	ТТ-Трэвл, ООО (TUI — ведущий европейский туроператор в России и СНГ)	1.0
Букмекер-аналитик и риск-менеджер спортивных событий	/resume/303c931f0001dc61210039ed1f73304a6e6d70?hhtmFrom=resume_search_result	"БК ""БалтБет"""	1.0
Аналитик	/resume/638535e60007a061790039ed1f596532384438?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Программист	/resume/21ba8284000746ab570039ed1f6e6458474b51?hhtmFrom=resume_search_result	НТТ	1.0
Веб-дизайнер	/resume/01e05d590005da96650039ed1f4f5545486544?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Программист-аналитик	/resume/e6b1ed3c00052196970039ed1f6f44347a535a?hhtmFrom=resume_search_result	ГК Регион	1.0
Системный администратор	/resume/acee776d00044601230039ed1f7246374b5836?hhtmFrom=resume_search_result	Анс магистраль	1.0
Помощник системного администратора	/resume/1f3a6baa00072e30990039ed1f344f30624875?hhtmFrom=resume_search_result	Universe-soft	1.0
Контент-менеджер	/resume/48a130a30001559c350039ed1f68454c6e316e?hhtmFrom=resume_search_result	"ООО ""Вего Карго"""	1.0
Python developer	/resume/37e828dd0006534cf70039ed1f766279353777?hhtmFrom=resume_search_result	АТОЛ, группа компаний	3.0
Директор ИТ	/resume/d97fb6bd0003cc09030039ed1f786674426a73?hhtmFrom=resume_search_result	Аутсорсинговая IT-компания	1.0
Системный администратор	/resume/7d3ff5230000987c830039ed1f736563726574?hhtmFrom=resume_search_result	"ОАНО ""Международная школа Внуково"""	1.0
Директор департамента ИТ / Руководитель ИТ отдела	/resume/08283ecc0006261f980039ed1f496e4b577732?hhtmFrom=resume_search_result	HASD (Hoi An South Development)	1.0
Менеджер, Управляющий, SMM менеджер	/resume/a49bb9bb000412eded0039ed1f32416b623746?hhtmFrom=resume_search_result	Первый Визовый Центр	1.0
Инженер	/resume/943f77ee0007b9d72b0039ed1f5031705a6368?hhtmFrom=resume_search_result	Мт сервис	1.0
UX/UI дизайнер, web-дизайнер	/resume/5cfc865100076156de0039ed1f5a386759704e?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Системный администратор	/resume/780c40930004e74dff0039ed1f45377366716c?hhtmFrom=resume_search_result	ООО АйСиСи	1.0
Главный специалист	/resume/1c0119ba000642cceb0039ed1f366863734547?hhtmFrom=resume_search_result	ПАО «Межрегиональная распределительная сетевая компания Волги»	1.0
Ведущий инженер	/resume/316dcf3c00026bb2ba0039ed1f644562314935?hhtmFrom=resume_search_result	АНО ОТР 	1.0
Менеджер, Product Owner, руководитель направления	/resume/c407d79e000269b5f80039ed1f415335727243?hhtmFrom=resume_search_result	ООО Ростелеком Информационные Технологии	1.0
Системный инженер	/resume/640018e70000befe6e0039ed1f6f4936684161?hhtmFrom=resume_search_result	Формула кино	1.0
Frontend developer	/resume/5a613d2d000803e1970039ed1f6f4d6c706843?hhtmFrom=resume_search_result	Freelance	16.0
Специалист по документообработке	/resume/b0a521f00004fa4f9d0039ed1f4754616e5a33?hhtmFrom=resume_search_result	Корпорация ЭЛАР	1.0
Менеджер проектов	/resume/43ac99c200063715680039ed1f647471644c48?hhtmFrom=resume_search_result	Orange Business Services (France Telecom)	1.0
Директор по ИТ	/resume/496117ac000090528a0039ed1f736563726574?hhtmFrom=resume_search_result	Астерос, ГК	1.0
Системный администратор	/resume/0f93943000007663c40039ed1f736563726574?hhtmFrom=resume_search_result	Удалённое администрирование	1.0
Ruby Developer	/resume/403744db0003fc58450039ed1f496567766c46?hhtmFrom=resume_search_result	1000novostroek.ru	1.0
Менеджер проектов E-commerce (10+ years project manager e-commerce, digital, marketing in fashion)	/resume/faf482200007980ea20039ed1f4d62384d5a6f?hhtmFrom=resume_search_result	Adnow Media - крупная международная компания, занимающаяся направлениями e-commerce,интернет маркетинг, IT, media и инновации (охватывает более 160 000 партнеров в 114 странах)	1.0
Программист 1С \ Старший программист 1С \ Программист - Консультант	/resume/3c1ed86400007758a60039ed1f736563726574?hhtmFrom=resume_search_result	"ЗАО ""ОЛДИ ЛТД"""	1.0
Дизайнер лендингов	/resume/210b80c4000802f7130039ed1f41524e366169?hhtmFrom=resume_search_result	АНО ДПО САСЗ	1.0
Web-дизайнер/ Дизайнер интерфейсов/ UI/UX дизайнер/ Продуктовый дизайнер/ Графический дизайнер	/resume/3ccbbb3f000066ae870039ed1f736563726574?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Junior Java	/resume/0a12551f0006e038440039ed1f37664f633153?hhtmFrom=resume_search_result	Fresh Auto	2.0
Frontend-разработчик	/resume/cc25e30c0002a1119d0039ed1f775442687a4c?hhtmFrom=resume_search_result	фринланс	2.0
Frontend-разработчик	/resume/3af83bd10007d556cd0039ed1f4a41577a6777?hhtmFrom=resume_search_result		
Стажер Java, Java junior	/resume/ab74e4a900034544260039ed1f4f4649703676?hhtmFrom=resume_search_result	ООО «ШЕРЕМЕТЬЕВО ХЭНДЛИНГ»	2.0
Менеджер по продажам	/resume/8e6d07b300019166b30039ed1f4e6377733241?hhtmFrom=resume_search_result	ООО Фабрикант	2.0
Java - разработчик (junior java developer)  БЕЗ командировок за пределы Москвы	/resume/ccc833f20005a7307f0039ed1f416258373270?hhtmFrom=resume_search_result	онлайн-стажировка job4j	2.0
Менеджер по работе с клиентами, аккаунт-менеджер, проект-менеджер удаленно	/resume/1f30620500015ebbe40039ed1f3444726d4f64?hhtmFrom=resume_search_result	Demis Group	3.0
Специалист технической поддержки	/resume/d69b5dc0000199b85b0039ed1f3652387a4d48?hhtmFrom=resume_search_result	"АО ""Крокус"""	2.0
Младший разработчик	/resume/31df04b40007de33640039ed1f575154473357?hhtmFrom=resume_search_result	DataNerds AI	1.0
Help Desk, Системный администратор	/resume/54c4676500078f3cd70039ed1f5a7175353572?hhtmFrom=resume_search_result	ООО Бигкернел	1.0
Менеджер проекта	/resume/a09750b40001a727f90039ed1f54486d726958?hhtmFrom=resume_search_result	Отдел Социальной Защиты Населения по Селенгинскому району	1.0
Ведущий специалист	/resume/83ff339d0007418c900039ed1f71767175644d?hhtmFrom=resume_search_result	"УО ""Минская областная средняя школа - училище олимпийского резерва"""	1.0
Product manager	/resume/01a1f4d80006e9b4d80039ed1f6f6179466264?hhtmFrom=resume_search_result	Ножинск, интернет-магазин	1.0
Инженер технической поддержки	/resume/36be338b0006cc0bc00039ed1f377367576f50?hhtmFrom=resume_search_result	"ООО ""Тех-мастер"""	1.0
Программист-разработчик	/resume/9f4126aa00080516f20039ed1f6d32654e6f76?hhtmFrom=resume_search_result	АО «ЦСИ»	1.0
Тестировщик ПО, Тестировщик junior, Младший тестировщик	/resume/66c16ae00007d7f9ea0039ed1f4d6a55436e49?hhtmFrom=resume_search_result	Ventra Employment	2.0
Электромонтёр связи, слаботочник	/resume/0d7a097d000132db670039ed1f386c676f7147?hhtmFrom=resume_search_result	Индивидуальный предприниматель Кудрявцев А.Г.	1.0
Бизнес-аналитик, менеджер проектов	/resume/43863f090002c09d7e0039ed1f4d5a75786a41?hhtmFrom=resume_search_result	Эра, Торговый дом	1.0
Специалист технической поддержки	/resume/c8d803d500080144e80039ed1f396270474b73?hhtmFrom=resume_search_result	Сеть магазинов цифровой и бытовой техники DNS	3.0
Руководитель отдела/Директор по развитию (СPA)	/resume/3e230ba4000258e0ea0039ed1f516d71495558?hhtmFrom=resume_search_result	Ckick2Money	1.0
Администратор	/resume/2be0efe50007811ca50039ed1f537264686635?hhtmFrom=resume_search_result	Zara	1.0
Специалист поддержки пользователей/ Help desk	/resume/e1c41ea400012922c90039ed1f78674f584569?hhtmFrom=resume_search_result	Технопарк,ООО	1.0
KAM/International BDM	/resume/6bb5c76d0002eb83120039ed1f363167757349?hhtmFrom=resume_search_result	IPTP Networks	1.0
Менеджер интернет-магазина	/resume/01b079d900046c0d800039ed1f7976644b6242?hhtmFrom=resume_search_result	Amorem/Amoleto	1.0
Руководитель сервисных проектов / руководитель подразделения	/resume/caf732ab0007bb21db0039ed1f4c5936496e5a?hhtmFrom=resume_search_result	"ФГБУ ""Центр информационно-технического обеспечения"" (Минобрнауки)"	1.0
Дизайнер инфографики	/resume/8dcb982a00065139a80039ed1f794358544d38?hhtmFrom=resume_search_result	"Журнал ""Профиль"""	1.0
Специалист по развитию сети передачи данных	/resume/4d1292ac00023233900039ed1f537578547653?hhtmFrom=resume_search_result	ООО «Русс Аутдор»	1.0
Менеджер по работе с клиентами, продажи, закупки.	/resume/14486140000152f6770039ed1f57684c4d7a51?hhtmFrom=resume_search_result	"ЗАО НТЦ ""Ландата"""	1.0
Системный администратор / Менеджер 	/resume/62ba4c38000784dd780039ed1f327252416f69?hhtmFrom=resume_search_result	VR Deep	1.0
Аналитик данных / Data Scientist	/resume/07eb65610005bc02f70039ed1f487a5a303871?hhtmFrom=resume_search_result	LCMG	1.0
Руководитель сектора / Руководитель отдела	/resume/26c08d20000044415a0039ed1f736563726574?hhtmFrom=resume_search_result	Департамент информационных технологий Правительство Москвы	1.0
Аналитик	/resume/348062300004315ecb0039ed1f496b74413548?hhtmFrom=resume_search_result	"ООО ""ДомиДо"""	1.0
C# Unity developer	/resume/dae91a6a0007d727db0039ed1f33513032564c?hhtmFrom=resume_search_result	Фриланс	38.0
Интернет-маркетолог	/resume/c2cd68d900060d8e5e0039ed1f377371635768?hhtmFrom=resume_search_result	COSMOS DIGITAL	1.0
Руководитель/менеджер проектов (строительство/модернизация объектов связи)	/resume/85eea8a4000174a2640039ed1f6f4173796e67?hhtmFrom=resume_search_result	"ООО ""ИнСтройТек"""	1.0
Специалист по сопровождению информационных систем	/resume/ab3299ae0003ca3ca00039ed1f477369664d51?hhtmFrom=resume_search_result	ПАО РНКБ	1.0
Монтажник	/resume/c9c6f71400053814ad0039ed1f6a43646b775a?hhtmFrom=resume_search_result	ооо волсстой	1.0
Директор по информационным технологиям (CIO, CTO), Директор по цифровизации (CDO)	/resume/1cf2411d0007f4c09c0039ed1f5a3056794f66?hhtmFrom=resume_search_result	ВГТРК, ФГУП	1.0
Системный инженер	/resume/38dad4f50002394f790039ed1f32637759506a?hhtmFrom=resume_search_result	ООО Современные технологии звука	1.0
Руководитель по digital маркетингу 	/resume/9b982e0b00012ce4890039ed1f775479557674?hhtmFrom=resume_search_result	УРАЛХИМ	1.0
Digital-маркетолог	/resume/41dd3e120007e4ac6f0039ed1f4f3465664456?hhtmFrom=resume_search_result	Шоколадница, Сеть кофеен	3.0
Администратор проекта	/resume/eac5eae80002db69040039ed1f595154527857?hhtmFrom=resume_search_result	ОТР 2000	2.0
Специалист по информационной безопасности	/resume/9696f9a800072f8e510039ed1f565547334d36?hhtmFrom=resume_search_result	"ПАО ""КГК"""	2.0
Букмекер. Руководитель отдела, руководитель направления, менеджер проектов	/resume/573fb3820005559db70039ed1f3549754c626b?hhtmFrom=resume_search_result	"ООО ""НБА+"""	1.0
Программист web-разработчик	/resume/788d7bd90004950caa0039ed1f623949415137?hhtmFrom=resume_search_result	ООО Ritos	1.0
Помощник системного администратора, специалист технической поддержки	/resume/9334d10d000779ec820039ed1f36396f614233?hhtmFrom=resume_search_result	ЗАО ТД ЧИЗ	1.0
IT-менеджер (Системный администратор)	/resume/672e900a00039032a50039ed1f685550667a79?hhtmFrom=resume_search_result	"ООО ""СтройТрансКом"""	1.0
IT-инженер	/resume/d2862e220005d026e60039ed1f784a65483361?hhtmFrom=resume_search_result	"ООО ""БИО СИ"""	1.0
Руководитель отдела ИТ	/resume/1aa3e84e0003adbab60039ed1f564c57453235?hhtmFrom=resume_search_result	ООО Л-Системс	1.0
Руководитель группы информационных технологий, Менеджер группы IT	/resume/edad33f000059a1c040039ed1f627639777735?hhtmFrom=resume_search_result	Первое коллекторское бюро, ОАО	2.0
"Прогрaммист 1C (совместительство/ ""Удaленнaя работа"")"	/resume/adb19c130000a45f9c0039ed1f736563726574?hhtmFrom=resume_search_result	ООО Торгaльянс (оптово-розничная сеть)	1.0
Менеджер IT-проектов	/resume/d4bca712000263dd450039ed1f475654516e46?hhtmFrom=resume_search_result	ООО «ТА Логистические системы»	1.0
Руководитель проектов	/resume/f2c959220001224e4e0039ed1f746777446779?hhtmFrom=resume_search_result	ОАО ЛУКОЙЛ Интер Кард	1.0
Специалист по  SEO продвижению и контекстной рекламе	/resume/71530fc00003cc46720039ed1f7947445a494b?hhtmFrom=resume_search_result	Bitiyavto.ru - выкуп битых автомобилей	1.0
Менеджер проектов	/resume/48bd48e80007bacaa80039ed1f734d75786966?hhtmFrom=resume_search_result	РА Апельсин	1.0
Ведущий бизнес-аналитик	/resume/7ba76bef0002329ce60039ed1f636847727057?hhtmFrom=resume_search_result	"ЗАО ""Элемент 5"""	1.0
Менеджер по работе с партнерами	/resume/4fae82740002028ec60039ed1f6b5a4a534b6a?hhtmFrom=resume_search_result	Skyeng	1.0
Контент-менеджер / Дизайнер	/resume/2e297a2b00060fd0100039ed1f433752347635?hhtmFrom=resume_search_result	Elpaza	1.0
Менеджер интернет-магазина	/resume/3102e20c000191f89c0039ed1f776c6c304576?hhtmFrom=resume_search_result	Френчкисс Опт	1.0
Менеджер проектов. Project manager 	/resume/b326195d00059ec2ce0039ed1f716b3548477a?hhtmFrom=resume_search_result	RRC Business Telecommunications	1.0
Machine Learning Engineer	/resume/8ff0dd080006bb04ac0039ed1f7141546f356c?hhtmFrom=resume_search_result	Bright-soft	1.0
Руководитель проектов	/resume/5bf8cbd80006985bda0039ed1f513631646f6a?hhtmFrom=resume_search_result	QIWI Blockchain Technologies	1.0
Data Engineer, Python Developer, Аналитик	/resume/a8e333810007c1dacf0039ed1f6e7841574b35?hhtmFrom=resume_search_result	Правительство Москвы	6.0
Руководитель подразделения по работе с голосовым интерконнектом, трафиком	/resume/f093bb9b0007672b890039ed1f584d474d5769?hhtmFrom=resume_search_result	Veon Ltd	1.0
Тестировщик ПО	/resume/251f82050006c32eff0039ed1f475267647577?hhtmFrom=resume_search_result	"АО ""ЛМЗ им. К. Либкнехта"""	1.0
Старший консультант SAP FI-FM	/resume/e5decd8300072321250039ed1f527138533944?hhtmFrom=resume_search_result	"ООО ""МВМ"""	1.0
Программист PHP	/resume/35b6dcf90001903ceb0039ed1f6d4e6445756b?hhtmFrom=resume_search_result	OOO ЮРАЙТ	1.0
QA Automation Lead	/resume/46b9fcc70007ed296d0039ed1f476841775649?hhtmFrom=resume_search_result		
Junior QA Engineer	/resume/b37f86470007f1743f0039ed1f7a644c766b73?hhtmFrom=resume_search_result	"ООО ТД ""Гейзер-Юг"""	1.0
Technical support engineer	/resume/b89672d500076bc8320039ed1f657159556277?hhtmFrom=resume_search_result	TV Azteca S.A.B. de C.V.	1.0
Web-разработчик	/resume/d4927c8d00021cca670039ed1f4c5157504c76?hhtmFrom=resume_search_result	Wiley	1.0
Менеджер по продажам	/resume/8930b29f0000b09b740039ed1f736563726574?hhtmFrom=resume_search_result	"ООО "" Салинг Групп"""	1.0
Помощник веб-программиста	/resume/5c217dbf0007a410310039ed1f354532596a42?hhtmFrom=resume_search_result	Отель Марко Поло Пресня	1.0
Технический специалист	/resume/d14dd049000184554d0039ed1f54704e334663?hhtmFrom=resume_search_result	Crocus Group, Crocus media .	1.0
Менеджер проекта, руководитель, управляющий	/resume/e5cae8d90007a1a5d30039ed1f66773233717a?hhtmFrom=resume_search_result	"ООО ""Имлайт-НН"""	1.0
Руководитель проекта	/resume/df9c20a10006a0c3910039ed1f6a4854497141?hhtmFrom=resume_search_result	"АО «Цифровой регион"""	1.0
Junior Java Developer	/resume/97d632e800065993810039ed1f49396b53366e?hhtmFrom=resume_search_result	ООО ИнтерОптик	1.0
Руководитель проектов (менеджер) инженерия СС. АВ.ЭОМ.	/resume/7c216fdd0000c015160039ed1f326d73524a35?hhtmFrom=resume_search_result	SVARGO GROUP	1.0
Региональный менеджер по продажам	/resume/ad2bb83a00041dc6830039ed1f415376456f52?hhtmFrom=resume_search_result	ANDELI GROUP CO.,LTD.	1.0
Администратор проекта	/resume/eac5eae80002db69040039ed1f595154527857?hhtmFrom=resume_search_result	ОТР 2000	2.0
Специалист по информационной безопасности	/resume/9696f9a800072f8e510039ed1f565547334d36?hhtmFrom=resume_search_result	"ПАО ""КГК"""	2.0
IT-специалист	/resume/5b0b8b940005411b230039ed1f477648737357?hhtmFrom=resume_search_result	Дагестанский институт развития образования	1.0
Мастер по ремонту компьютеров	/resume/4d3a6c2800073cdbf20039ed1f6367726b5a4d?hhtmFrom=resume_search_result	ОТП Банк, ОАО (OTP bank)	4.0
Менеджер проектов, Интернет-маркетолог, SEO-специалист	/resume/a3d558310002f043000039ed1f517568646a64?hhtmFrom=resume_search_result	"ООО ""ЭйсГейминг"""	1.0
Сборщик ПК, Консультант по выбору железа ПК и периферии, Настройщик ПК	/resume/fd3090110007f4fd1c0039ed1f5a4e38455745?hhtmFrom=resume_search_result	Компания АКАНА	1.0
Frontend JavaScript разработчик	/resume/86f3d0a20007a51d080039ed1f5a3161686d77?hhtmFrom=resume_search_result	Elbrus Bootcamp	3.0
Project Manager Web	/resume/2611fc30000764bd7f0039ed1f3637556e6841?hhtmFrom=resume_search_result	QSOFT	3.0
Менеджер проектов по локализации	/resume/ae2b066c0007961d770039ed1f4b504e674d59?hhtmFrom=resume_search_result	Фриланс, перевод в языковой паре англ-рус.	1.0
Программист	/resume/1cb1cffb0002e332bd0039ed1f61456b757436?hhtmFrom=resume_search_result	Сасовское Летное училище	1.0
Интернет-маркетолог	/resume/e6f9764e0007c323140039ed1f504252527272?hhtmFrom=resume_search_result	ICOC	1.0
Operational Director/ Director for digital technologies/ Product Director	/resume/c58def7900075a6fdf0039ed1f38537a657a37?hhtmFrom=resume_search_result	Gotech Software	1.0
Ведущий специалист по технической поддержке	/resume/7d18c866000172ec990039ed1f775652343651?hhtmFrom=resume_search_result	ЗАО Энергопромсервис-Химводоподготовка	1.0
Младший программист	/resume/d5d5cbcf0006aa45020039ed1f325379705546?hhtmFrom=resume_search_result	Nokia siemens networks	2.0
Системный администратор	/resume/631f4e0000046f866d0039ed1f68475a476a6c?hhtmFrom=resume_search_result	"ООО ""ЛМГ"""	1.0
программист PHP	/resume/d1cbc7b300019722a70039ed1f333134713237?hhtmFrom=resume_search_result	ООО Norgau Russland	1.0
Технический директор	/resume/46916bc0000098df970039ed1f736563726574?hhtmFrom=resume_search_result	Фарма Трейд Сервис	1.0
Web-дизайнер	/resume/bbeeb05c000535be070039ed1f4e7169545469?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Руководитель отдела дистанционного обучения (e-learning)	/resume/bc831b1a0005f9128d0039ed1f707a57386773?hhtmFrom=resume_search_result	Room-Art studio	1.0
Технический специалист	/resume/7679da7b0007da0b7f0039ed1f33424e4d6c6f?hhtmFrom=resume_search_result	Synchrotel	1.0
Менеджер проектов / менеджер по продукту	/resume/cf08f26f00008243f00039ed1f736563726574?hhtmFrom=resume_search_result	Globex IT	1.0
Web-разработчик(junior)	/resume/1e6d3be90005b465e90039ed1f4c7378413531?hhtmFrom=resume_search_result	amoCRM	5.0
Full stack web developer	/resume/f7de2b8400057020910039ed1f496d61366e65?hhtmFrom=resume_search_result	LLC Inmed	1.0
Сервисный инженер	/resume/98d338f40007a907390039ed1f594a735a6465?hhtmFrom=resume_search_result	"АО ""ФНПЦ ""Титан-Баррикады"""	1.0
Трафик-менеджер	/resume/577a81e700075be8e70039ed1f715863533047?hhtmFrom=resume_search_result	JUST NOW	1.0
Customer Support Manager	/resume/f6a9867b00079bc6990039ed1f426133484d64?hhtmFrom=resume_search_result	Game Insight	1.0
Golang developer	/resume/220984f10007c4cfb20039ed1f515277767343?hhtmFrom=resume_search_result	"АО ""Скат"""	1.0
Специалист по вводу данных	/resume/38a1ac7e0007b258970039ed1f794236443738?hhtmFrom=resume_search_result	Sawatzky Property	1.0
Sound designer, специалист по звуку.	/resume/ec19c5e200020af5570039ed1f6b6d46307141?hhtmFrom=resume_search_result	Московская Филармония	1.0
Старший менеджер по работе с клиентами	/resume/ed8802400007fec90f0039ed1f43794f316f72?hhtmFrom=resume_search_result	Traders	1.0
СисАдм (частичная занятость)	/resume/a73265be000269ef210039ed1f337270507730?hhtmFrom=resume_search_result	Мобильные ТелеСистемы (МТС)	25.0
Дизайнер	/resume/90a776df0007a2b1750039ed1f336858685444?hhtmFrom=resume_search_result	Университет СИНЕРГИЯ	1.0
QA engineer	/resume/727767260008053bdf0039ed1f304850346a48?hhtmFrom=resume_search_result	Фриланс	38.0
Руководитель (отдела, менеджер, управления, ведущий инженер)	/resume/5ed2eb9200031b091f0039ed1f664858717135?hhtmFrom=resume_search_result	"ООО ИК ""Сибинтек"" (ПАО НК ""Роснефть"")"	1.0
Начальник IT отдела	/resume/edb2a11c0003bf59960039ed1f62796c445879?hhtmFrom=resume_search_result	"ФКУ ""ЦОКР"""	1.0
Инженер-программист	/resume/eeb0c8d10002a07b870039ed1f767375654149?hhtmFrom=resume_search_result	МБОУ Жуковская СОШ №1 им. Б.В. Белявского	1.0
Специалист по IT	/resume/96119a310007d321770039ed1f6e6834354f6d?hhtmFrom=resume_search_result	АО Акрихин	1.0
Системный администратор	/resume/f6ec78b80005c44b310039ed1f626d424e6573?hhtmFrom=resume_search_result	"АО ""Кубаньпассажиравтосервис"" - Сеть автовокзалов края"	1.0
Frontend-разработчик	/resume/fb55da8200011515430039ed1f524e44444830?hhtmFrom=resume_search_result	Elbrus Bootcamp	3.0
Руководитель IT подразделения, Технический директор	/resume/f93ca3430005ce6eda0039ed1f665a58725075?hhtmFrom=resume_search_result	"АО КБ ""БТФ"""	1.0
Аналитик	/resume/1ccb9b8e0003076c9c0039ed1f504e55777557?hhtmFrom=resume_search_result	Московский НИИ радиосвязи (МНИИРС)	1.0
Менеджмент Operations + IT	/resume/c38daa6a00008267ef0039ed1f736563726574?hhtmFrom=resume_search_result	Центральный Банк Российской Федерации	1.0
Директор по ИТ и стратегическому развитию (CEO, CIO, CTO)	/resume/489c7d000007e6f3f90039ed1f327368397746?hhtmFrom=resume_search_result	ТПП РФ	1.0
